Positive offset of 08-0465 (time: 5:25, m?: false) (scrape: 148, official: 156): 8
Positive offset of 08-1961 (time: 5:45, m?: false) (scrape: 113, official: 126): 13
Positive offset of 08-2984 (time: 6:00, m?: false) (scrape: 178, official: 186): 8
Positive offset of 08-2190 (time: 4:20, m?: false) (scrape: 91, official: 99): 8
Positive offset of 08-2934 (time: 6:03, m?: false) (scrape: 104, official: 112): 8
Positive offset of 08-1133 (time: 5:54, m?: false) (scrape: 108, official: 116): 8
Negative offset of 08-1541 (time: 6:41, m?: false) (scrape: 44, official: 27): -17
Positive offset of 08-0856 (time: 5:46, m?: false) (scrape: 130, official: 138): 8
Positive offset of 08-0318 (time: 2:33, m?: false) (scrape: 112, official: 120): 8
Positive offset of 08-0976 (time: 5:57, m?: false) (scrape: 182, official: 190): 8
Positive offset of 08-1960 (time: 5:33, m?: false) (scrape: 150, official: 158): 8
Positive offset of 08-1912 (time: 4:32, m?: false) (scrape: 142, official: 155): 13
Positive offset of 08-2346 (time: 5:07, m?: false) (scrape: 161, official: 169): 8
Positive offset of 08-1806 (time: 5:13, m?: false) (scrape: 168, official: 176): 8
Positive offset of 08-1507 (time: 5:03, m?: false) (scrape: 161, official: 169): 8
Positive offset of 08-2976 (time: 5:56, m?: false) (scrape: 155, official: 163): 8
Positive offset of 08-2329 (time: 2:58, m?: false) (scrape: 43, official: 51): 8
Positive offset of 08-2498 (time: 6:05, m?: false) (scrape: 104, official: 112): 8
Positive offset of 08-2659 (time: 5:59, m?: false) (scrape: 131, official: 144): 13
Positive offset of 08-1606 (time: 5:58, m?: false) (scrape: 173, official: 181): 8
Positive offset of 08-1992 (time: 2:52, m?: false) (scrape: 37, official: 45): 8
Positive offset of 08-2206 (time: 4:20, m?: false) (scrape: 71, official: 79): 8
Positive offset of 08-2232 (time: 4:16, m?: false) (scrape: 87, official: 95): 8
Positive offset of 08-1158 (time: 6:00, m?: false) (scrape: 182, official: 190): 8
Positive offset of 08-0485 (time: 7:48, m?: false) (scrape: 71, official: 79): 8
Positive offset of 08-2624 (time: 2:55, m?: false) (scrape: 76, official: 84): 8
Positive offset of 08-1601 (time: 6:01, m?: false) (scrape: 147, official: 178): 31
Positive offset of 08-1548 (time: 6:00, m?: false) (scrape: 159, official: 167): 8
Positive offset of 08-2859 (time: 6:13, m?: false) (scrape: 58, official: 66): 8
Positive offset of 08-0752 (time: 3:31, m?: false) (scrape: 144, official: 152): 8
Positive offset of 08-0577 (time: 5:42, m?: false) (scrape: 130, official: 138): 8
Positive offset of 08-1085 (time: 5:31, m?: false) (scrape: 146, official: 154): 8
Positive offset of 08-1266 (time: 0:43, m?: false) (scrape: 5, official: 122): 117
Positive offset of 08-1245 (time: 6:01, m?: false) (scrape: 142, official: 146): 4
Positive offset of 08-0289 (time: 5:21, m?: false) (scrape: 172, official: 180): 8
Positive offset of 08-1267 (time: 5:55, m?: false) (scrape: 164, official: 172): 8
Positive offset of 08-2909 (time: 6:00, m?: false) (scrape: 117, official: 125): 8
Positive offset of 08-1264 (time: 5:49, m?: false) (scrape: 138, official: 146): 8
Positive offset of 08-1122 (time: 5:59, m?: false) (scrape: 185, official: 193): 8
Negative offset of 08-1322 (time: 5:56, m?: false) (scrape: 163, official: 140): -23
Negative offset of 08-1673 (time: 5:28, m?: false) (scrape: 174, official: 162): -12
Positive offset of 08-2514 (time: 5:41, m?: false) (scrape: 136, official: 144): 8
Positive offset of 08-2697 (time: 5:40, m?: false) (scrape: 129, official: 142): 13
Positive offset of 08-1324 (time: 5:48, m?: false) (scrape: 132, official: 150): 18
Positive offset of 08-3097 (time: 5:02, m?: false) (scrape: 71, official: 79): 8
Positive offset of 08-0947 (time: 5:19, m?: false) (scrape: 132, official: 140): 8
Positive offset of 08-2444 (time: 5:34, m?: false) (scrape: 131, official: 139): 8
Positive offset of 08-0129 (time: 4:15, m?: false) (scrape: 137, official: 145): 8
Positive offset of 08-1163 (time: 5:59, m?: false) (scrape: 182, official: 190): 8
Positive offset of 08-1240 (time: 5:28, m?: false) (scrape: 123, official: 131): 8
Positive offset of 08-1558 (time: 6:05, m?: false) (scrape: 138, official: 146): 8
Positive offset of 08-1350 (time: 2:28, m?: false) (scrape: 61, official: 69): 8
Positive offset of 08-0619 (time: 3:35, m?: false) (scrape: 86, official: 94): 8
Positive offset of 08-2465 (time: 6:03, m?: false) (scrape: 126, official: 134): 8
Positive offset of 08-1355 (time: 4:21, m?: false) (scrape: 108, official: 116): 8
Negative offset of 08-3297 (time: 4:22, m?: true) (scrape: 95, official: 83): -12
Positive offset of 08-0028 (time: 5:57, m?: false) (scrape: 131, official: 139): 8
Positive offset of 08-1025 (time: 6:02, m?: false) (scrape: 143, official: 151): 8
Positive offset of 08-0027 (time: 5:57, m?: false) (scrape: 175, official: 183): 8
Positive offset of 08-0653 (time: 6:05, m?: false) (scrape: 145, official: 153): 8
Positive offset of 08-0366 (time: 6:00, m?: false) (scrape: 147, official: 155): 8
Positive offset of 08-1228 (time: 5:11, m?: false) (scrape: 122, official: 130): 8
Positive offset of 08-2220 (time: 1:30, m?: false) (scrape: 94, official: 102): 8
Positive offset of 08-1407 (time: 4:28, m?: false) (scrape: 44, official: 52): 8
Positive offset of 08-1194 (time: 5:56, m?: false) (scrape: 128, official: 136): 8
Positive offset of 08-1353 (time: 6:09, m?: false) (scrape: 146, official: 154): 8
Positive offset of 08-3105 (time: 5:55, m?: false) (scrape: 140, official: 148): 8
Positive offset of 08-2426 (time: 5:44, m?: false) (scrape: 120, official: 128): 8
Positive offset of 08-2427 (time: 5:56, m?: false) (scrape: 139, official: 147): 8
Positive offset of 08-2436 (time: 5:53, m?: false) (scrape: 127, official: 135): 8
Positive offset of 08-0171 (time: 5:52, m?: false) (scrape: 132, official: 140): 8
Positive offset of 08-3175 (time: 3:25, m?: false) (scrape: 59, official: 67): 8
Positive offset of 08-1132 (time: 4:40, m?: false) (scrape: 47, official: 55): 8
Positive offset of 08-0547 (time: 5:49, m?: false) (scrape: 152, official: 160): 8
Positive offset of 08-3486 (time: 5:32, m?: false) (scrape: 169, official: 177): 8
Positive offset of 08-0269 (time: 5:53, m?: false) (scrape: 182, official: 190): 8
Positive offset of 08-1474 (time: 5:36, m?: false) (scrape: 56, official: 64): 8
Positive offset of 08-3123 (time: 5:53, m?: false) (scrape: 105, official: 113): 8
Positive offset of 08-0360 (time: 5:59, m?: false) (scrape: 147, official: 155): 8
Positive offset of 08-1460 (time: 28:29, m?: false) (scrape: 134, official: 142): 8
Positive offset of 08-1639 (time: 5:50, m?: false) (scrape: 126, official: 134): 8
Positive offset of 08-0840 (time: 5:52, m?: false) (scrape: 166, official: 174): 8
Positive offset of 08-3391 (time: 5:49, m?: false) (scrape: 113, official: 126): 13
Positive offset of 08-2545 (time: 4:43, m?: false) (scrape: 95, official: 103): 8
Positive offset of 08-2814 (time: 5:37, m?: false) (scrape: 127, official: 135): 8
Positive offset of 08-1062 (time: 3:27, m?: false) (scrape: 145, official: 153): 8
Positive offset of 08-1168 (time: 5:48, m?: false) (scrape: 110, official: 118): 8
Positive offset of 08-2503 (time: 5:32, m?: false) (scrape: 131, official: 139): 8
Positive offset of 08-1687 (time: 5:57, m?: false) (scrape: 168, official: 176): 8
Positive offset of 08-0771 (time: 5:53, m?: false) (scrape: 171, official: 179): 8
Positive offset of 08-0365 (time: 6:03, m?: false) (scrape: 146, official: 154): 8
Positive offset of 08-1709 (time: 5:55, m?: false) (scrape: 141, official: 149): 8
Positive offset of 08-1764 (time: 5:47, m?: false) (scrape: 127, official: 135): 8
Positive offset of 08-0864 (time: 5:58, m?: false) (scrape: 139, official: 147): 8
Positive offset of 08-2294 (time: 33:16, m?: false) (scrape: 56, official: 64): 8
Positive offset of 08-0673 (time: 5:57, m?: false) (scrape: 78, official: 91): 13
Positive offset of 08-1934 (time: 5:23, m?: false) (scrape: 54, official: 62): 8
Positive offset of 08-0497 (time: 6:01, m?: false) (scrape: 134, official: 147): 13
Positive offset of 08-1876 (time: 2:51, m?: false) (scrape: 62, official: 70): 8
Positive offset of 08-1855 (time: 5:54, m?: false) (scrape: 103, official: 111): 8
Positive offset of 08-1871 (time: 5:32, m?: false) (scrape: 127, official: 135): 8
Positive offset of 08-0815 (time: 5:55, m?: false) (scrape: 160, official: 168): 8
Positive offset of 08-0696 (time: 5:35, m?: false) (scrape: 143, official: 156): 13
Positive offset of 08-2892 (time: 5:43, m?: false) (scrape: 165, official: 173): 8
Positive offset of 08-1710 (time: 5:38, m?: false) (scrape: 166, official: 174): 8
Positive offset of 08-1126 (time: 5:43, m?: false) (scrape: 118, official: 126): 8
Positive offset of 08-0161 (time: 5:37, m?: false) (scrape: 176, official: 184): 8
Positive offset of 08-0147 (time: 3:07, m?: false) (scrape: 125, official: 133): 8
Positive offset of 08-1282 (time: 6:00, m?: false) (scrape: 167, official: 175): 8
Positive offset of 08-0030 (time: 5:59, m?: false) (scrape: 161, official: 169): 8
Positive offset of 08-0260 (time: 4:40, m?: false) (scrape: 144, official: 152): 8
Positive offset of 08-1218 (time: 5:37, m?: false) (scrape: 175, official: 183): 8
Positive offset of 08-1996 (time: 6:15, m?: false) (scrape: 66, official: 74): 8
Positive offset of 08-1995 (time: 6:29, m?: false) (scrape: 73, official: 81): 8
Positive offset of 08-1384 (time: 5:42, m?: false) (scrape: 100, official: 108): 8
Positive offset of 08-1479 (time: 5:21, m?: false) (scrape: 121, official: 129): 8
Positive offset of 08-3166 (time: 4:38, m?: false) (scrape: 70, official: 78): 8
Positive offset of 08-0388 (time: 2:38, m?: false) (scrape: 133, official: 141): 8
Positive offset of 08-2383 (time: 6:09, m?: false) (scrape: 143, official: 151): 8
Positive offset of 08-0933 (time: 5:58, m?: false) (scrape: 141, official: 149): 8
Positive offset of 08-0609 (time: 3:17, m?: false) (scrape: 35, official: 43): 8
Positive offset of 08-3420 (time: 3:00, m?: false) (scrape: 48, official: 56): 8
Positive offset of 08-1892 (time: 5:50, m?: false) (scrape: 94, official: 102): 8
Positive offset of 08-1968 (time: 6:04, m?: false) (scrape: 57, official: 65): 8
Positive offset of 08-0822 (time: 5:59, m?: false) (scrape: 175, official: 183): 8
Positive offset of 08-1006 (time: 5:59, m?: false) (scrape: 135, official: 143): 8
Positive offset of 08-0569 (time: 6:01, m?: false) (scrape: 140, official: 148): 8
Positive offset of 08-1233 (time: 5:33, m?: false) (scrape: 130, official: 138): 8
Positive offset of 08-1190 (time: 5:58, m?: false) (scrape: 175, official: 183): 8
Positive offset of 08-0258 (time: 5:24, m?: false) (scrape: 156, official: 164): 8
Positive offset of 08-1830 (time: 4:34, m?: false) (scrape: 113, official: 121): 8
Positive offset of 08-1614 (time: 5:17, m?: false) (scrape: 131, official: 139): 8
Positive offset of 08-1131 (time: 4:27, m?: false) (scrape: 75, official: 83): 8
Positive offset of 08-1503 (time: 3:19, m?: false) (scrape: 60, official: 68): 8
Positive offset of 08-0162 (time: 5:29, m?: false) (scrape: 123, official: 131): 8
Positive offset of 08-2442 (time: 4:47, m?: false) (scrape: 182, official: 190): 8
Positive offset of 08-2843 (time: 5:56, m?: false) (scrape: 125, official: 133): 8
Positive offset of 08-3439 (time: 4:58, m?: false) (scrape: 112, official: 120): 8
Positive offset of 08-1469 (time: 3:04, m?: false) (scrape: 105, official: 113): 8
Positive offset of 08-2234 (time: 5:55, m?: false) (scrape: 186, official: 194): 8
Positive offset of 08-0556 (time: 5:58, m?: false) (scrape: 179, official: 187): 8
Positive offset of 08-2233 (time: 5:53, m?: false) (scrape: 182, official: 190): 8
Positive offset of 08-1356 (time: 2:54, m?: false) (scrape: 108, official: 121): 13
Positive offset of 08-2235 (time: 5:45, m?: false) (scrape: 84, official: 92): 8
Positive offset of 08-2221 (time: 5:07, m?: false) (scrape: 128, official: 136): 8
Positive offset of 08-0072 (time: 5:53, m?: true) (scrape: 101, official: 109): 8
Positive offset of 08-2111 (time: 5:52, m?: false) (scrape: 117, official: 125): 8
Positive offset of 08-0174 (time: 3:35, m?: false) (scrape: 144, official: 152): 8
Positive offset of 08-2623 (time: 3:44, m?: false) (scrape: 100, official: 108): 8
Positive offset of 08-1424 (time: 5:36, m?: false) (scrape: 143, official: 151): 8
Positive offset of 08-2082 (time: 5:35, m?: false) (scrape: 109, official: 117): 8
Positive offset of 08-2114 (time: 2:40, m?: false) (scrape: 48, official: 56): 8
Positive offset of 08-1805 (time: 2:27, m?: false) (scrape: 154, official: 162): 8
Positive offset of 08-3377 (time: 2:18, m?: false) (scrape: 63, official: 71): 8
Positive offset of 08-1749 (time: 6:03, m?: false) (scrape: 65, official: 73): 8
Positive offset of 08-3113 (time: 5:59, m?: false) (scrape: 118, official: 126): 8
Positive offset of 08-2063 (time: 5:54, m?: false) (scrape: 80, official: 88): 8
Positive offset of 08-0056 (time: 6:27, m?: false) (scrape: 114, official: 122): 8
Positive offset of 08-2805 (time: 6:30, m?: false) (scrape: 92, official: 100): 8
Positive offset of 08-1231 (time: 5:03, m?: false) (scrape: 137, official: 145): 8
Positive offset of 08-1597 (time: 3:00, m?: false) (scrape: 29, official: 37): 8
Positive offset of 08-2036 (time: 5:48, m?: false) (scrape: 125, official: 133): 8
Positive offset of 08-2196 (time: 1:45, m?: false) (scrape: 50, official: 58): 8
Positive offset of 08-2354 (time: 5:57, m?: false) (scrape: 153, official: 161): 8
Positive offset of 08-1467 (time: 6:07, m?: false) (scrape: 61, official: 69): 8
Positive offset of 08-3038 (time: 6:06, m?: false) (scrape: 133, official: 141): 8
Positive offset of 08-1801 (time: 4:13, m?: false) (scrape: 136, official: 144): 8
Positive offset of 08-1230 (time: 3:15, m?: false) (scrape: 161, official: 169): 8
Positive offset of 08-1516 (time: 4:01, m?: false) (scrape: 99, official: 107): 8
Positive offset of 08-1798 (time: 5:57, m?: false) (scrape: 180, official: 188): 8
Positive offset of 08-1393 (time: 5:28, m?: false) (scrape: 149, official: 157): 8
Positive offset of 08-1376 (time: 4:51, m?: false) (scrape: 88, official: 96): 8
Positive offset of 08-3320 (time: 5:08, m?: false) (scrape: 121, official: 129): 8
Positive offset of 08-2011 (time: 5:05, m?: false) (scrape: 101, official: 109): 8
Positive offset of 08-0544 (time: 6:02, m?: false) (scrape: 157, official: 170): 13
Positive offset of 08-0322 (time: 5:45, m?: false) (scrape: 139, official: 147): 8
Positive offset of 08-2855 (time: 6:19, m?: false) (scrape: 152, official: 160): 8
Positive offset of 08-2854 (time: 5:43, m?: false) (scrape: 114, official: 122): 8
Positive offset of 08-1579 (time: 6:08, m?: false) (scrape: 170, official: 178): 8
Positive offset of 08-1349 (time: 4:26, m?: false) (scrape: 112, official: 120): 8
Positive offset of 08-1010 (time: 5:53, m?: false) (scrape: 186, official: 194): 8
Positive offset of 08-1011 (time: 5:45, m?: false) (scrape: 143, official: 151): 8
Positive offset of 08-3436 (time: 4:58, m?: false) (scrape: 149, official: 157): 8
Positive offset of 08-1423 (time: 5:51, m?: false) (scrape: 176, official: 184): 8
Positive offset of 08-2238 (time: 4:01, m?: false) (scrape: 155, official: 163): 8
Positive offset of 08-1019 (time: 3:38, m?: false) (scrape: 168, official: 176): 8
Positive offset of 08-1379 (time: 6:05, m?: false) (scrape: 154, official: 162): 8
Negative offset of 08-2192 (time: 5:34, m?: false) (scrape: 187, official: 100): -87
Positive offset of 08-1286 (time: 5:49, m?: false) (scrape: 169, official: 177): 8
Positive offset of 08-2185 (time: 5:54, m?: false) (scrape: 158, official: 166): 8
Positive offset of 08-1645 (time: 5:29, m?: false) (scrape: 108, official: 116): 8
Positive offset of 08-1646 (time: 5:44, m?: false) (scrape: 91, official: 99): 8
Positive offset of 08-0199 (time: 5:27, m?: false) (scrape: 146, official: 154): 8
Positive offset of 08-0610 (time: 6:00, m?: false) (scrape: 126, official: 134): 8
Positive offset of 08-0266 (time: 6:03, m?: false) (scrape: 159, official: 167): 8
Positive offset of 08-1557 (time: 4:09, m?: false) (scrape: 78, official: 86): 8
Positive offset of 08-1950 (time: 6:15, m?: false) (scrape: 67, official: 75): 8
Positive offset of 08-1153 (time: 5:51, m?: false) (scrape: 145, official: 153): 8
Positive offset of 08-0315 (time: 5:53, m?: false) (scrape: 146, official: 154): 8
Positive offset of 08-1123 (time: 3:56, m?: false) (scrape: 134, official: 142): 8
Positive offset of 08-0470 (time: 5:51, m?: false) (scrape: 145, official: 153): 8
Positive offset of 08-0357 (time: 5:51, m?: false) (scrape: 163, official: 171): 8
Positive offset of 08-1902 (time: 5:57, m?: false) (scrape: 141, official: 149): 8
Positive offset of 08-1910 (time: 6:03, m?: false) (scrape: 141, official: 149): 8
Positive offset of 08-1134 (time: 5:35, m?: false) (scrape: 123, official: 131): 8
Positive offset of 08-3220 (time: 5:45, m?: false) (scrape: 134, official: 154): 20
Positive offset of 08-3251 (time: 3:08, m?: false) (scrape: 71, official: 79): 8
Positive offset of 08-0329 (time: 5:46, m?: false) (scrape: 160, official: 165): 5
Positive offset of 08-1903 (time: 5:07, m?: false) (scrape: 152, official: 165): 13
Positive offset of 08-3278 (time: 5:57, m?: false) (scrape: 118, official: 123): 5
Positive offset of 08-3250 (time: 4:03, m?: false) (scrape: 71, official: 79): 8
Positive offset of 08-0484 (time: 5:33, m?: false) (scrape: 137, official: 145): 8
Positive offset of 08-1298 (time: 5:44, m?: false) (scrape: 122, official: 130): 8
Positive offset of 08-0006 (time: 5:55, m?: false) (scrape: 129, official: 137): 8
Positive offset of 08-0942 (time: 5:55, m?: false) (scrape: 182, official: 190): 8
Positive offset of 08-1807 (time: 5:26, m?: false) (scrape: 170, official: 178): 8
Positive offset of 08-2157 (time: 5:42, m?: false) (scrape: 173, official: 178): 5
Positive offset of 08-0211 (time: 5:33, m?: false) (scrape: 137, official: 145): 8
Positive offset of 08-1506 (time: 5:26, m?: false) (scrape: 120, official: 128): 8
Positive offset of 08-2016 (time: 5:55, m?: false) (scrape: 165, official: 173): 8
Positive offset of 08-0951 (time: 5:23, m?: false) (scrape: 142, official: 150): 8
Positive offset of 08-0543 (time: 6:34, m?: false) (scrape: 152, official: 160): 8
Positive offset of 08-2172 (time: 5:49, m?: false) (scrape: 113, official: 121): 8
Positive offset of 08-2174 (time: 5:47, m?: false) (scrape: 140, official: 148): 8
Positive offset of 08-0344 (time: 5:50, m?: false) (scrape: 165, official: 173): 8
Positive offset of 08-2675 (time: 5:38, m?: false) (scrape: 111, official: 119): 8
Positive offset of 08-2380 (time: 4:30, m?: false) (scrape: 129, official: 137): 8
Positive offset of 08-3408 (time: 2:26, m?: false) (scrape: 38, official: 46): 8
Positive offset of 08-0265 (time: 3:49, m?: false) (scrape: 171, official: 179): 8
Positive offset of 08-2382 (time: 3:51, m?: false) (scrape: 49, official: 57): 8
Positive offset of 08-1049 (time: 5:45, m?: false) (scrape: 142, official: 150): 8
Positive offset of 08-2279 (time: 2:46, m?: false) (scrape: 26, official: 34): 8
Positive offset of 08-1048 (time: 5:52, m?: false) (scrape: 127, official: 135): 8
Positive offset of 08-2416 (time: 5:59, m?: false) (scrape: 168, official: 176): 8
Positive offset of 08-2737 (time: 3:30, m?: false) (scrape: 80, official: 88): 8
Positive offset of 08-1846 (time: 5:35, m?: false) (scrape: 163, official: 171): 8
Positive offset of 08-1825 (time: 5:49, m?: false) (scrape: 157, official: 165): 8
Positive offset of 08-0607 (time: 5:51, m?: false) (scrape: 126, official: 134): 8
Positive offset of 08-3321 (time: 5:52, m?: false) (scrape: 104, official: 112): 8
Positive offset of 08-1383 (time: 4:57, m?: false) (scrape: 138, official: 146): 8
Positive offset of 08-0934 (time: 7:53, m?: false) (scrape: 152, official: 160): 8
Positive offset of 08-1005 (time: 6:01, m?: false) (scrape: 135, official: 143): 8
Positive offset of 08-0602 (time: 6:03, m?: false) (scrape: 162, official: 170): 8
Positive offset of 08-1109 (time: 6:02, m?: false) (scrape: 149, official: 157): 8
Positive offset of 08-3393 (time: 5:55, m?: false) (scrape: 144, official: 152): 8
Positive offset of 08-1352 (time: 2:29, m?: false) (scrape: 67, official: 75): 8
Positive offset of 08-1432 (time: 5:00, m?: false) (scrape: 87, official: 95): 8
Positive offset of 08-2229 (time: 6:02, m?: false) (scrape: 110, official: 118): 8
Positive offset of 08-1102 (time: 5:46, m?: false) (scrape: 165, official: 173): 8
Positive offset of 08-0765 (time: 6:00, m?: false) (scrape: 181, official: 189): 8
Positive offset of 08-3226 (time: 4:40, m?: false) (scrape: 142, official: 150): 8
Positive offset of 08-0189 (time: 6:04, m?: false) (scrape: 188, official: 196): 8
Positive offset of 08-0160 (time: 6:23, m?: false) (scrape: 188, official: 196): 8
Positive offset of 08-0167 (time: 4:25, m?: false) (scrape: 122, official: 130): 8
Positive offset of 08-0075 (time: 5:37, m?: false) (scrape: 170, official: 178): 8
Positive offset of 08-2456 (time: 2:55, m?: false) (scrape: 154, official: 162): 8
Positive offset of 08-1711 (time: 5:42, m?: false) (scrape: 114, official: 122): 8
Positive offset of 08-2252 (time: 1:19, m?: false) (scrape: 35, official: 43): 8
Positive offset of 08-0361 (time: 4:58, m?: false) (scrape: 108, official: 116): 8
Positive offset of 08-3119 (time: 5:59, m?: false) (scrape: 155, official: 163): 8
Positive offset of 08-1369 (time: 6:02, m?: false) (scrape: 123, official: 131): 8
Positive offset of 08-2513 (time: 5:53, m?: false) (scrape: 106, official: 114): 8
Positive offset of 08-0186 (time: 6:01, m?: false) (scrape: 156, official: 164): 8
Positive offset of 08-0974 (time: 4:37, m?: false) (scrape: 139, official: 147): 8
Positive offset of 08-3338 (time: 2:32, m?: false) (scrape: 36, official: 44): 8
Positive offset of 08-2336 (time: 5:14, m?: false) (scrape: 112, official: 120): 8
Positive offset of 08-2337 (time: 5:08, m?: false) (scrape: 107, official: 115): 8
Positive offset of 08-0876 (time: 5:08, m?: false) (scrape: 130, official: 138): 8
Positive offset of 08-0873 (time: 5:53, m?: false) (scrape: 192, official: 200): 8
Positive offset of 08-3431 (time: 4:37, m?: false) (scrape: 138, official: 146): 8
Positive offset of 08-3403 (time: 5:16, m?: false) (scrape: 114, official: 122): 8
Positive offset of 08-2723 (time: 5:07, m?: false) (scrape: 93, official: 101): 8
Positive offset of 08-1116 (time: 6:00, m?: false) (scrape: 157, official: 165): 8
Positive offset of 08-2720 (time: 5:59, m?: false) (scrape: 145, official: 153): 8
Positive offset of 08-2548 (time: 5:22, m?: false) (scrape: 49, official: 57): 8
Positive offset of 08-0759 (time: 4:15, m?: false) (scrape: 164, official: 172): 8
Positive offset of 08-3213 (time: 6:01, m?: false) (scrape: 133, official: 141): 8
Positive offset of 08-0323 (time: 1:08, m?: false) (scrape: 26, official: 34): 8
Positive offset of 08-2900 (time: 5:51, m?: false) (scrape: 104, official: 112): 8
Positive offset of 08-1330 (time: 6:01, m?: false) (scrape: 169, official: 177): 8
Positive offset of 08-0311 (time: 6:09, m?: false) (scrape: 158, official: 166): 8
Positive offset of 08-0438 (time: 2:12, m?: false) (scrape: 125, official: 133): 8
Positive offset of 08-1211 (time: 5:59, m?: false) (scrape: 128, official: 136): 8
Positive offset of 08-0382 (time: 3:40, m?: false) (scrape: 77, official: 85): 8
Positive offset of 08-1041 (time: 5:20, m?: false) (scrape: 131, official: 139): 8
Positive offset of 08-1140 (time: 4:17, m?: false) (scrape: 110, official: 118): 8
Positive offset of 08-3370 (time: 6:02, m?: false) (scrape: 108, official: 116): 8
Positive offset of 08-0143 (time: 3:41, m?: false) (scrape: 113, official: 126): 13
Positive offset of 08-3027 (time: 5:53, m?: false) (scrape: 135, official: 143): 8
Positive offset of 08-3165 (time: 5:45, m?: false) (scrape: 105, official: 113): 8
Positive offset of 08-2629 (time: 4:52, m?: false) (scrape: 123, official: 131): 8
Positive offset of 08-2013 (time: 2:53, m?: false) (scrape: 116, official: 124): 8
Positive offset of 08-1222 (time: 5:46, m?: false) (scrape: 160, official: 168): 8
Positive offset of 08-1027 (time: 5:01, m?: false) (scrape: 144, official: 152): 8
Positive offset of 08-0364 (time: 5:08, m?: false) (scrape: 156, official: 164): 8
Positive offset of 08-0468 (time: 1:26, m?: false) (scrape: 44, official: 52): 8
Positive offset of 08-1151 (time: 4:12, m?: false) (scrape: 100, official: 108): 8
Positive offset of 08-1137 (time: 1:21, m?: false) (scrape: 15, official: 23): 8
Positive offset of 08-2959 (time: 4:47, m?: false) (scrape: 123, official: 131): 8
Positive offset of 08-2199 (time: 2:31, m?: false) (scrape: 148, official: 156): 8
Positive offset of 08-1412 (time: 4:28, m?: false) (scrape: 81, official: 89): 8
Positive offset of 08-0352 (time: 4:24, m?: false) (scrape: 120, official: 128): 8
Positive offset of 08-1698 (time: 3:59, m?: false) (scrape: 171, official: 179): 8
Positive offset of 08-2441 (time: 3:41, m?: false) (scrape: 88, official: 96): 8
Positive offset of 08-1039 (time: 3:48, m?: false) (scrape: 69, official: 77): 8
Positive offset of 08-1221 (time: 3:10, m?: false) (scrape: 55, official: 63): 8
Positive offset of 08-0422 (time: 2:12, m?: false) (scrape: 55, official: 63): 8
Positive offset of 08-1167 (time: 0:19, m?: false) (scrape: 0, official: 8): 8
Division: all-service
Average negative changes: 25 (total negative delta teams: 14).
Average positive changes: 8 (total positive delta teams: 623).
Scores that were reduced with multiple instances flag: 3.
Scores that were reduced with time flag: 5.
Scores that were increased with multiple instances flag: 5.
Scores that were increased with time flag: 101.
Positive offset of 08-1343 (time: 5:40, m?: false) (scrape: 175, official: 183): 8
Positive offset of 08-2093 (time: 5:49, m?: false) (scrape: 166, official: 174): 8
Positive offset of 08-0477 (time: 5:54, m?: false) (scrape: 175, official: 183): 8
Positive offset of 08-1505 (time: 6:20, m?: false) (scrape: 162, official: 170): 8
Positive offset of 08-2253 (time: 6:03, m?: false) (scrape: 169, official: 177): 8
Positive offset of 08-2087 (time: 5:43, m?: false) (scrape: 167, official: 175): 8
Positive offset of 08-1928 (time: 4:22, m?: false) (scrape: 152, official: 160): 8
Positive offset of 08-1674 (time: 4:53, m?: false) (scrape: 100, official: 108): 8
Positive offset of 08-1387 (time: 5:31, m?: false) (scrape: 135, official: 143): 8
Positive offset of 08-2386 (time: 6:02, m?: false) (scrape: 148, official: 169): 21
Positive offset of 08-1459 (time: 5:51, m?: false) (scrape: 178, official: 186): 8
Positive offset of 08-2484 (time: 6:12, m?: false) (scrape: 153, official: 161): 8
Positive offset of 08-1480 (time: 5:52, m?: false) (scrape: 151, official: 159): 8
Positive offset of 08-3147 (time: 4:37, m?: false) (scrape: 177, official: 185): 8
Positive offset of 08-2574 (time: 5:58, m?: false) (scrape: 182, official: 190): 8
Positive offset of 08-2485 (time: 6:16, m?: false) (scrape: 148, official: 156): 8
Positive offset of 08-1787 (time: 5:43, m?: false) (scrape: 121, official: 129): 8
Positive offset of 08-2388 (time: 5:51, m?: false) (scrape: 138, official: 146): 8
Positive offset of 08-2230 (time: 5:53, m?: false) (scrape: 115, official: 123): 8
Positive offset of 08-3475 (time: 4:49, m?: false) (scrape: 146, official: 154): 8
Positive offset of 08-2645 (time: 6:11, m?: false) (scrape: 181, official: 189): 8
Negative offset of 08-1452 (time: 5:55, m?: false) (scrape: 192, official: 163): -29
Positive offset of 08-2646 (time: 5:59, m?: false) (scrape: 175, official: 183): 8
Positive offset of 08-1450 (time: 5:58, m?: false) (scrape: 186, official: 194): 8
Positive offset of 08-0240 (time: 4:49, m?: false) (scrape: 151, official: 159): 8
Positive offset of 08-2644 (time: 6:14, m?: false) (scrape: 156, official: 164): 8
Positive offset of 08-2649 (time: 5:57, m?: false) (scrape: 142, official: 150): 8
Positive offset of 08-2653 (time: 6:02, m?: false) (scrape: 186, official: 194): 8
Positive offset of 08-0242 (time: 4:47, m?: false) (scrape: 122, official: 130): 8
Positive offset of 08-2641 (time: 6:04, m?: false) (scrape: 165, official: 173): 8
