team_id,location,time,official_round_1_score,scraped_round_1_score,warned_multi_instances,warned_time,score_delta
08-0602,cap,6:03,162,170,false,true,8
08-1109,cap,6:02,149,157,false,true,8
08-3393,ajrotc,5:55,144,152,false,false,8
08-1352,njrotc,2:29,67,75,false,false,8
08-1432,afjrotc,5:00,87,95,false,false,8
08-2229,cap,6:02,110,118,false,true,8
08-1102,nscc,5:46,165,173,false,false,8
08-0765,nscc,6:00,181,189,false,false,8
08-3226,cap,4:40,142,150,false,false,8
08-0189,nscc,6:04,188,196,false,true,8
08-0160,nscc,6:23,188,196,false,true,8
08-0167,cap,4:25,122,130,false,false,8
08-0075,nscc,5:37,170,178,false,false,8
08-2456,cap,2:55,154,162,false,false,8
08-1711,cap,5:42,114,122,false,false,8
08-2252,afjrotc,1:19,35,43,false,false,8
08-0361,cap,4:58,108,116,false,false,8
08-3119,cap,5:59,155,163,false,false,8
08-1369,ajrotc,6:02,123,131,false,true,8
08-2513,afjrotc,5:53,106,114,false,false,8
08-0186,cap,6:01,156,164,false,true,8
08-0974,afjrotc,4:37,139,147,false,false,8
08-3338,cap,2:32,36,44,false,false,8
08-2336,afjrotc,5:14,112,120,false,false,8
08-2337,afjrotc,5:08,107,115,false,false,8
08-0876,afjrotc,5:08,130,138,false,false,8
08-0873,cap,5:53,192,200,false,false,8
08-3431,cap,4:37,138,146,false,false,8
08-3403,cap,5:16,114,122,false,false,8
08-2723,afjrotc,5:07,93,101,false,false,8
08-1116,afjrotc,6:00,157,165,false,false,8
08-2720,afjrotc,5:59,145,153,false,false,8
08-2548,cap,5:22,49,57,false,false,8
08-0759,cap,4:15,164,172,false,false,8
08-3213,cap,6:01,133,141,false,true,8
08-0323,cap,1:08,26,34,false,false,8
08-2900,mcjrotc,5:51,104,112,false,false,8
08-1330,cap,6:01,169,177,false,true,8
08-0311,cap,6:09,158,166,false,true,8
08-0438,afjrotc,2:12,125,133,false,false,8
08-1211,cap,5:59,128,136,false,false,8
08-0382,cap,3:40,77,85,false,false,8
08-1041,cap,5:20,131,139,false,false,8
08-1140,cap,4:17,110,118,false,false,8
08-3370,afjrotc,6:02,108,116,false,true,8
08-0143,afjrotc,3:41,113,126,false,false,13
08-3027,afjrotc,5:53,135,143,false,false,8
08-3165,cap,5:45,105,113,false,false,8
08-2629,cap,4:52,123,131,false,false,8
08-2013,cap,2:53,116,124,false,false,8
08-1222,cap,5:46,160,168,false,false,8
08-1027,cap,5:01,144,152,false,false,8
08-0364,nscc,5:08,156,164,false,false,8
08-0468,cap,1:26,44,52,false,false,8
08-1151,cap,4:12,100,108,false,false,8
08-1137,cap,1:21,15,23,false,false,8
08-2959,cap,4:47,123,131,false,false,8
08-2199,cap,2:31,148,156,false,false,8
08-1412,cap,4:28,81,89,false,false,8
08-0352,cap,4:24,120,128,false,false,8
08-1698,cap,3:59,171,179,false,false,8
08-2441,cap,3:41,88,96,false,false,8
08-1039,cap,3:48,69,77,false,false,8
08-1221,nscc,3:10,55,63,false,false,8
08-0422,cap,2:12,55,63,false,false,8
08-1167,cap,0:19,0,8,false,false,8
